Abbrev,Rxn_Name,Equation,Subsystem,Gene(s),References
MIP2CS124_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 24C), yeast-specific",[c] : mipc124_PP + ptd1ino_PP --> 12dgr_PP + mip2c124_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIP2CS126_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 26C), yeast-specific",[c] : mipc126_PP + ptd1ino_PP --> 12dgr_PP + mip2c126_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIP2CS224_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 26C), yeast specific",[c] : mipc224_PP + ptd1ino_PP --> 12dgr_PP + mip2c224_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIP2CS226_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific",[c] : mipc226_PP + ptd1ino_PP --> 12dgr_PP + mip2c226_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIP2CS324_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific",[c] : mipc324_PP + ptd1ino_PP --> 12dgr_PP + mip2c324_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIP2CS326_PP,"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific",[c] : mipc326_PP + ptd1ino_PP --> 12dgr_PP + mip2c326_PP,Sphingolipid Metabolism,PAS_chr3_0735,
MIPC124PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-1 (24C) phospholipase C",[c] : h2o + mipc124_PP --> cer1_24 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIPC126PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-1 (26C) phospholipase C",[c] : h2o + mipc126_PP --> cer1_26 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIPC224PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-2 (24C) phospholipase C",[c] : h2o + mipc224_PP --> cer2_24 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIPC226PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-2 (26C) phospholipase C",[c] : h2o + mipc226_PP --> cer2_26 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIPC324PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-3 (24C) phospholipase C",[c] : h2o + mipc324_PP --> cer3_24 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MIPC326PLC_PP,"Mannose-inositol phosphorylceramide, ceramide-3 (26C) phospholipase C",[c] : h2o + mipc326_PP --> cer3_26 + h + manmi1p-D,Sphingolipid Metabolism,PAS_chr4_0866,
MMETt2,S-methylmethionine permease,h[e] + mmet[e] --> h[c] + mmet[c],"Transport, Extracellular",PAS_chr1-1_0203,
MN1PP,mannose-1-phosphate phosphatase,[c] : h2o + mnt1p --> mnt + pi,Fructose and Mannose Metabolism,NA,
MN6PR,mannose 6-phosphate reductase,[c] : h + man6p + nadph --> mnt1p + nadp,Fructose and Mannose Metabolism,NA,
MNDH,mannitol dehydrogenase,[c] : mnt + nad --> h + man + nadh,Fructose and Mannose Metabolism,NA,
MNTt,D-mannitol transport via passive diffusion,mnt[e] <==> mnt[c],"Transport, Extracellular",NA,
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,[c] : 3mob + h2o + mlthf --> 2dhp + thf,Pantothenate and CoA Biosynthesis,PAS_chr3_1012,
MTAP,5'-methylthioadenosine phosphorylase,[c] : 5mta + pi --> 5mdr1p + ade,Methionine Metabolism,RPPA05610,
MTHFC,methenyltetrahydrofolate cyclohydrolase,[c] : h2o + methf <==> 10fthf + h,Folate Metabolism,PAS_chr1-4_0632,
MTHFCm,"methenyltetrahydrifikate cyclohydrolase, mitochondrial",[m] : h2o + methf <==> 10fthf + h,Folate Metabolism,PAS_chr1-4_0632,
MTHFD,methylenetetrahydrofolate dehydrogenase (NADP),[c] : mlthf + nadp <==> methf + nadph,Folate Metabolism,PAS_chr1-4_0632,
MTHFD2i,methylenetetrahydrofolate dehydrogenase (NAD),[c] : mlthf + nad --> methf + nadh,Folate Metabolism,PAS_chr1-3_0220,
MTHFDm,"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial",[m] : mlthf + nadp <==> methf + nadph,Folate Metabolism,PAS_chr1-4_0632,
MTHFR3,"5,10-methylenetetrahydrofolatereductase (NADPH)",[c] : (2) h + mlthf + nadph --> 5mthf + nadp,Folate Metabolism,"PAS_chr2-2_0145, PAS_chr2-2_0182",
MTRI,5-methylthioribose-1-phosphate isomerase,[c] : 5mdr1p <==> 5mdru1p,Methionine Metabolism,PAS_chr1-4_0545,
NACt,Nicotinic acid transport,nac[e] <==> nac[c],"Transport, Extracellular",PAS_chr1-1_0354,
NADH2-u6cm,"NADH dehydrogenase, cytosolic/mitochondrial",h[c] + nadh[c] + q6[m] --> nad[c] + q6h2[m],Oxidative Phosphorylation,PAS_chr1-4_0299,
NADH2-u6m,"NADH dehydrogenase, mitochondrial",[m] : h + nadh + q6 --> nad + q6h2,Oxidative Phosphorylation,"PAS_chr1-4_0299, PAS_chr3_1119",
NADK,NAD kinase,[c] : atp + nad --> adp + h + nadp,NAD Biosynthesis,"PAS_chr4_0912, PAS_chr1-4_0124",
NADKm,"NAD kinase, mitochondrial",[m] : atp + nad --> adp + h + nadp,NAD Biosynthesis,"PAS_chr1-4_0124, PAS_chr4_0912",
NADPt,NADP transporter,nadp[c] <==> nadp[e],"Transport, Extracellular",NA,
NADS1,NAD synthase (nh3),[c] : atp + dnad + nh4 --> amp + h + nad + ppi,NAD Biosynthesis,PAS_chr4_0233,
NADS1n,"NAD synthase (nh3), nuclear",[n] : atp + dnad + nh4 --> amp + h + nad + ppi,NAD Biosynthesis,PAS_chr4_0233,
NAPRT,NAPRTase,[c] : h + nac + prpp --> nicrnt + ppi,NAD Biosynthesis,PAS_chr2-1_0221,
NAPRTm,"NAPRTase, mitochondrial",[m] : h + nac + prpp --> nicrnt + ppi,NAD Biosynthesis,PAS_chr2-1_0221,
NAt3_1,sodium proton antiporter (H:NA is 1:1),h[e] + na1[c] <==> h[c] + na1[e],"Transport, Extracellular",PAS_chr3_0409,
NDP1,nucleoside-diphosphatase (ADP),[c] : adp + h2o --> amp + h + pi,Nucleotide Salvage Pathway,PAS_chr1-1_0063,
NDP3,nucleoside-diphosphatase (GDP),[c] : gdp + h2o --> gmp + h + pi,Nucleotide Salvage Pathway,PAS_chr1-1_0063,
NDP3g,"nucleoside-diphosphatase (GDP), Golgi",[g] : gdp + h2o --> gmp + h + pi,Nucleotide Salvage Pathway,PAS_chr4_0021,
NDP7,nucleoside-diphosphatase (UDP),[c] : h2o + udp --> h + pi + ump,Nucleotide Salvage Pathway,PAS_chr1-1_0063,
NDPK1,nucleoside-diphosphate kinase (ATP:GDP),[c] : atp + gdp <==> adp + gtp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK2,nucleoside-diphosphate kinase (ATP:UDP),[c] : atp + udp <==> adp + utp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK3,nucleoside-diphosphate kinase (ATP:CDP),[c] : atp + cdp <==> adp + ctp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK4,nucleoside-diphosphate kinase (ATP:dTDP),[c] : atp + dtdp <==> adp + dttp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK5,nucleoside-diphosphate kinase (ATP:dGDP),[c] : atp + dgdp <==> adp + dgtp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK6,nucleoside-diphosphate kinase (ATP:dUDP),[c] : atp + dudp <==> adp + dutp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK7,nucleoside-diphosphate kinase (ATP:dCDP),[c] : atp + dcdp <==> adp + dctp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK8,nucleoside-diphosphate kinase (ATP:dADP),[c] : atp + dadp <==> adp + datp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NDPK9,nucleoside-diphosphate kinase (ATP:IDP),[c] : atp + idp <==> adp + itp,Nucleotide Salvage Pathway,PAS_chr2-2_0059,
NFORTYRt,"N,N-bisformyl-dityrosine transport (extracellular)",Nbfortyr[c] --> Nbfortyr[e],"Transport, Extracellular",PAS_chr2-2_0065,
NFTYROX,N-formyltyrosine oxidase,[c] : (2) Nfortyr + h + nadph --> Nbfortyr + nadp,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","PAS_chr4_0806, PAS_chr3_0957",
NH4t,ammonia reversible transport,nh4[e] <==> nh4[c],"Transport, Extracellular","PAS_chr1-4_0394, PAS_chr2-2_0391",
NH4ti,"ammonia transport (efflux, cytosol to extracellular)",nh4[c] --> nh4[e],"Transport, Extracellular",PAS_chr1-1_0158,
NH4tm,NH3 mitochondrial transport,nh4[c] <==> nh4[m],"Transport, Mitochondrial",NA,
NMNAT,nicotinamide-nucleotide adenylyltransferase,[c] : atp + h + nmn --> nad + ppi,NAD Biosynthesis,PAS_chr1-4_0181,
NMNATm,"nicotinamide-nucleotide adenylyltransferase, mitochondrial",[m] : atp + h + nmn --> nad + ppi,NAD Biosynthesis,PAS_chr1-4_0181,
NMNTP,nmntp,h[e] + nmn[e] --> h[c] + nmn[c],"Transport, Extracellular",NA,
NNAMr,"nicotinamidase, reversible",[c] : h2o + ncam <==> nac + nh4,NAD Biosynthesis,PAS_chr3_0361,
NNAMrm,"nicotinamidase, reversible, mitochondrial",[m] : h2o + ncam <==> nac + nh4,NAD Biosynthesis,PAS_chr3_0361,
NNAT,nicotinate-nucleotide adenylyltransferase,[c] : atp + h + nicrnt --> dnad + ppi,NAD Biosynthesis,PAS_chr1-4_0181,
NNATm,"nicotinate-nucleotide adenylyltransferase, mitochondrial",[m] : atp + h + nicrnt --> dnad + ppi,NAD Biosynthesis,PAS_chr1-4_0181,
NNDPR,nicotinate-nucleotide diphosphorylase (carboxylating),[c] : (2) h + prpp + quln --> co2 + nicrnt + ppi,NAD Biosynthesis,PAS_chr3_0915,
NNDPRm,"nicotinate-nucleotide diphosphorylase (carboxylating), mitochondrial",[m] : (2) h + prpp + quln --> co2 + nicrnt + ppi,NAD Biosynthesis,PAS_chr3_0915,
NNMT,Nicotinamide N-methyltransferase,[c] : amet + ncam --> 1mncam + ahcys,NAD Biosynthesis,PAS_chr3_1002,
NTD2,5'-nucleotidase (UMP),[c] : h2o + ump --> pi + uri,Nucleotide Salvage Pathway,PAS_chr1-3_0130,
NTD4,5'-nucleotidase (CMP),[c] : cmp + h2o --> cytd + pi,Nucleotide Salvage Pathway,PAS_chr1-3_0130,
NTRLASE,nitrilase,[c] : (2) h2o + ind3acnl --> ind3ac + nh4,Nitrogen Metabolism,"PAS_chr2-1_0037, PAS_chr2-2_0070, PAS_chr3_0743",
NTRLASE2,nitrilase,[c] : aprop + (2) h2o --> ala-L + nh4,Other Amino Acid Metabolism,"PAS_chr2-1_0037, PAS_chr2-2_0070, PAS_chr3_0743",
NTRLASE3,nitrilase,[c] : acybut + (2) h2o --> glu-L + nh4,Other Amino Acid Metabolism,"PAS_chr2-1_0037, PAS_chr2-2_0070, PAS_chr3_0743",
O2t,o2 transport (diffusion),o2[e] <==> o2[c],"Transport, Extracellular",NA,
O2ter,"O2  transport, endoplasmic reticulum",o2[c] <==> o2[r],"Transport, Endoplasmic Reticular",NA,
O2tm,O2 transport (diffusion),o2[c] <==> o2[m],"Transport, Mitochondrial",NA,
O2tx,oxygen peroxisomal transport,o2[x] <==> o2[c],"Transport, Peroxisomal",NA,
OAAt,Oxaloacetate transport,oaa[c] <==> oaa[e],"Transport, Extracellular",NA,
OAAt2m,"oxaloacetate transport, mitochondrial",h[c] + oaa[c] <==> h[m] + oaa[m],"Transport, Mitochondrial",PAS_chr1-1_0081,
OCBTi,"ornithine carbamoyltransferase, irreversible",[c] : cbp + orn --> citr-L + h + pi,Arginine and Proline Metabolism,PAS_chr3_0623,
OCDCAt,Octadecanoate (n-C18:0) transport in via uniport,ocdca[e] --> ocdca[c],"Transport, Extracellular",NA,
OCDCEAt,Octadecenoate (n-C18:1) transport in via uniport,ocdcea[e] --> ocdcea[c],"Transport, Extracellular",NA,
OCDCYAt,Octadecynoate (n-C18:2) transport in via uniport,ocdcya[e] --> ocdcya[c],"Transport, Extracellular",NA,
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,[c] : glu-L + ohpb <==> akg + phthr,Pyridoxine Metabolism,PAS_chr3_0566,
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,[c] : 3c4mop + h --> 4mop + co2,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
OMCDCm,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,[m] : 3c4mop + h --> 4mop + co2,"Valine, Leucine, and Isoleucine Metabolism",PAS_chr4_0248,
OMPDC,orotidine-5'-phosphate decarboxylase,[c] : h + orot5p --> co2 + ump,Purine and Pyrimidine Biosynthesis,PAS_chr3_0381,
ORNDC,Ornithine Decarboxylase,[c] : h + orn --> co2 + ptrc,Arginine and Proline Metabolism,PAS_chr3_0417,
ORNt2r,orntithine reversible transport in via proton symport,h[e] + orn[e] <==> h[c] + orn[c],"Transport, Extracellular","PAS_chr1-1_0030, PAS_chr1-4_0601",
ORNt3m,ornithine mitochondrial transport via proton antiport,h[c] + orn[m] <==> h[m] + orn[c],"Transport, Mitochondrial",PAS_chr3_0100,
ORNTA,ornithine transaminase,[c] : akg + orn --> glu-L + glu5sa,Arginine and Proline Metabolism,PAS_chr3_0410,
ORNTACim,"ornithine transacetylase, irreversible, mitochondrial",[m] : acorn + glu-L --> acglu + orn,Arginine and Proline Metabolism,PAS_chr3_0176,
ORPT,orotate phosphoribosyltransferase,[c] : orot5p + ppi <==> orot + prpp,Purine and Pyrimidine Biosynthesis,PAS_chr3_1197,
OXAGm,non-enzymatic reaction,[m] : h + oxag <==> 2oxoadp + co2,Threonine and Lysine Metabolism,NA,
OXO2Ctm,"2-oxodicarboylate transporter, mitochondrial",akg[m] + oxag[c] <==> akg[c] + oxag[m],"Transport, Mitochondrial",PAS_chr3_0040,
P5CR,pyrroline-5-carboxylate reductase,[c] : 1pyr5c + (2) h + nadph --> nadp + pro-L,Arginine and Proline Metabolism,PAS_chr4_0398,
PACALDt,Phenylacetaldehyde transport (extracellular),pacald[c] <==> pacald[e],"Transport, Extracellular",NA,
PACALDtm,Phenylacetaldehyde transport (mitochondrial),pacald[c] <==> pacald[m],"Transport, Mitochondrial",NA,
PANTS,pantothenate synthase,[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi,Pantothenate and CoA Biosynthesis,PAS_chr1-4_0198,
PANTtm,pantothenate mitochondrial transport,pant-R[c] <==> pant-R[m],"Transport, Mitochondrial",NA,
PAPSR,phosphoadenylyl-sulfate reductase (thioredoxin),[c] : paps + trdrd --> (2) h + pap + so3 + trdox,Cysteine Metabolism,PAS_chr4_0284,
PAPt,PAP reversible uniport,pap[e] <==> pap[c],"Transport, Extracellular",NA,
PAtm_PP,"phosphatidate reversible transport, mitochondrial, yeast-specific",pa_PP[c] <==> pa_PP[m],"Transport, Mitochondrial",NA,
PC,pyruvate carboxylase,[c] : atp + hco3 + pyr --> adp + h + oaa + pi,Anaplerotic reactions,PAS_chr2-2_0024,[9]
PCDAGAT,phosphatidylcholine-diacylglycerol acyltransferase,[c] : 12dgr_PP + pc_PP --> 1agpc_PP + triglyc_PP,Glycerolipid Metabolism,PAS_chr2-1_0878,
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",[c] : camp + h2o --> amp + h,Purine and Pyrimidine Biosynthesis,"PAS_FragB_0008, PAS_chr1-4_0566",
PDE2,"3',5'-cyclic-nucleotide phosphodiesterase",[c] : 35cdamp + h2o --> damp + h,Purine and Pyrimidine Biosynthesis,PAS_FragB_0008,
PDE3,"3',5'-cyclic-nucleotide phosphodiesterase",[c] : 35cimp + h2o --> h + imp,Purine and Pyrimidine Biosynthesis,PAS_FragB_0008,
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",[c] : 35cgmp + h2o --> gmp + h,Purine and Pyrimidine Biosynthesis,PAS_FragB_0008,
PDE5,"3',5'-cyclic-nucleotide phosphodiesterase",[c] : 35ccmp + h2o --> cmp + h,Purine and Pyrimidine Biosynthesis,PAS_FragB_0008,
PDHcm,pyruvate dehydrogenase (dihydrolipoamide dehydrogenase),[m] : dhlam + nad --> h + lpam + nadh,Glycolysis/Gluconeogenesis,"PAS_chr2-1_0089, PAS_chr2-2_0048, PAS_chr1-3_0094",
PDHm,pyruvate dehydrogenase,[m] : coa + nad + pyr --> accoa + co2 + nadh,Glycolysis/Gluconeogenesis,"PAS_chr2-2_0048, PAS_chr1-1_0050, PAS_chr1-4_0593+PAS_chr2-2_0294, PAS_chr1-4_0254",
PDX5PO,pyridoxine 5'-phosphate oxidase,[c] : o2 + pdx5p <==> h2o2 + pydx5p,Pyridoxine Metabolism,PAS_chr1-1_0448,
PDX5PSYN,pyridoxine 5'-phosphate synthase,[c] : g3p + nad + pyr + phthr --> (2) co2 + (2) h2o + nadh + pdx5p + pi,Pyridoxine Metabolism,NA,
PDXPHT,pyridoxal phosphatase,[c] : h2o + pydx5p --> pydx + pi,Pyridoxine Metabolism,NA,
PENDPtm,"all-trans-Pentaprenyl diphosphate transport, mitochondrial",pendp[c] <==> pendp[m],"Transport, Mitochondrial",NA,
PEPAT,Peptide alpha-N-acetyltransferase,[c] : accoa + pepd --> apep + coa + h,Other Amino Acid Metabolism,"PAS_chr2-2_0278, PAS_chr1-1_0373",
PETHCT,phosphoethanolamine cytidyltransferase,[c] : ctp + ethamp + h --> cdpea + ppi,Phospholipid Biosynthesis,PAS_chr4_0408,
PEtm_PP,"phosphatidylethanolamine mitochondrial transport, yeast-specific",pe_PP[c] <==> pe_PP[m],"Transport, Mitochondrial",NA,
PETOHM_PP,"phosphatidylethanolamine N-methyltransferase, yeast-specific",[c] : amet + pe_PP --> ahcys + h + ptdmeeta_PP,Phospholipid Biosynthesis,PAS_chr1-4_0093,
PEtv_PP,"phosphatidylethanolamine vacuolar transport, yeast-specific",pe_PP[c] <==> pe_PP[v],"Transport, Vacuolar",NA,
PFK,phosphofructokinase,[c] : atp + f6p --> adp + fdp + h,Glycolysis/Gluconeogenesis,PAS_chr1-4_0047+PAS_chr2-1_0402,[1]
PFK_2,Phosphofructokinase,[c] : atp + tag6p-D --> adp + h + tagdp-D,Glycolysis/Gluconeogenesis,PAS_chr1-4_0047+PAS_chr2-1_0402,[1]
PFK_3,phosphofructokinase (s7p),[c] : atp + s7p --> adp + h + s17bp,Glycolysis/Gluconeogenesis,PAS_chr1-4_0047+PAS_chr2-1_0402,[1]
PFK26,6-phosphofructo-2-kinase,[c] : atp + f6p --> adp + f26bp + h,Fructose and Mannose Metabolism,"PAS_FragB_0064, PAS_chr2-2_0060",
PGAMT,phosphoglucosamine mutase,[c] : gam1p <==> gam6p,Glutamate metabolism,PAS_chr1-1_0067,
PGCD,phosphoglycerate dehydrogenase,[c] : 3pg + nad --> 3php + h + nadh,Glycine and Serine Metabolism,PAS_chr2-1_0657,
PGI,glucose-6-phosphate isomerase,[c] : g6p <==> f6p,Glycolysis/Gluconeogenesis,PAS_chr3_0456,
PGK,phosphoglycerate kinase,[c] : 3pg + atp <==> 13dpg + adp,Glycolysis/Gluconeogenesis,PAS_chr1-4_0292,
PGL,6-phosphogluconolactonase,[c] : 6pgl + h2o --> 6pgc + h,Pentose Phosphate Pathway,"PAS_chr1-1_0277, PAS_chr3_1126",
PGM,phosphoglycerate mutase,[c] : 2pg <==> 3pg,Glycolysis/Gluconeogenesis,"PAS_chr3_0826, PAS_chr3_0693",
PGMT,phosphoglucomutase,[c] : g1p <==> g6p,Pentose Phosphate Pathway,PAS_chr1-4_0264,
PGPPAm_PP,"phosphatidylglycerol phosphate phosphatase A, yeast-specific, mitochondrial",[m] : h2o + pgp_PP --> pg_PP + pi,Phospholipid Biosynthesis,NA,
PHCDm,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase,[m] : 1p3h5c + (2) h2o + nad --> e4hglu + h + nadh,Arginine and Proline Metabolism,PAS_chr2-2_0496,
PHEDO,D-phenylalanine oxidase,[c] : phe-D + h2o + o2 <==> phpyr + nh4 + h2o2,Other,NA,[8]
PHEDt2r,D-phenylalanine reversible transport via proton symport,h[e] + phe-D[e] <==> h[c] + phe-D[c],"Transport, Extracellular",NA,
PHEt2r,L-phenylalanine reversible transport via proton symport,h[e] + phe-L[e] <==> h[c] + phe-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0030",
PHETA1,phenylalanine transaminase,[c] : akg + phe-L <==> glu-L + phpyr,"Tyrosine, Tryptophan, and Phenylalanine Metabolism","PAS_chr1-4_0608, PAS_chr4_0147",
PHETRS,Phenylalanyl-tRNA synthetase,[c] : atp + phe-L + trnaphe --> amp + phetrna + ppi,tRNA charging,PAS_chr3_0144+PAS_chr4_0276,
PHETRSm,"phenylalanyl-tRNA synthetase, mitochondrial",[m] : atp + phe-L + trnaphe --> amp + phetrna + ppi,tRNA charging,PAS_chr1-4_0558,
PI35BP5P_PP,"1-phosphatidylinositol-3,5-bisphosphate 5-phosphatase, yeast-specific",[c] : h2o + ptd135bp_PP --> pi + ptd3ino_PP,Phospholipid Biosynthesis,"PAS_chr1-4_0617, PAS_chr2-1_0178",
PI3P5K_PP,"phosphatidylinositol-3-phosphate 5-kinase, yeast-specfic",[c] : atp + ptd3ino_PP --> adp + h + ptd135bp_PP,Phospholipid Biosynthesis,PAS_chr2-2_0402,
PI45BP5P_PP,"1-phosphatidylinositol-4,5-bisphosphate 5-phosphatase, yeast-specific",[c] : h2o + ptd145bp_PP --> pi + ptd4ino_PP,Phospholipid Biosynthesis,"PAS_chr1-3_0235, PAS_chr2-1_0424, PAS_chr2-1_0178",
PI45BPP_PP,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase, yeast-specific",[c] : h2o + ptd145bp_PP --> 12dgr_PP + h + mi145p,Phospholipid Biosynthesis,PAS_chr4_0700,
PI4P5K_PP,"phosphatidylinositol-4-phosphate 5-kinase, yeast-specfic",[c] : atp + ptd4ino_PP --> adp + h + ptd145bp_PP,Phospholipid Biosynthesis,PAS_chr1-1_0457,
PIN3K_PP,"1-phosphatidylinositol 3-kinase, yeast-specific",[c] : atp + ptd1ino_PP --> adp + h + ptd3ino_PP,Phospholipid Biosynthesis,"PAS_chr2-1_0557, PAS_chr4_0478",
PIN4K_PP,"phosphatidylinositol 4-kinase, yeast-specific",[c] : atp + ptd1ino_PP --> adp + h + ptd4ino_PP,Phospholipid Biosynthesis,"PAS_chr1-4_0380, PAS_chr1-3_0100",
PIN4Kn_PP,"phosphatidylinositol 4-kinase, nuclear, yeast-specifc",[n] : atp + ptd1ino_PP --> adp + h + ptd4ino_PP,Phospholipid Biosynthesis,PAS_chr1-4_0380,
PINOS_PP,"phosphatidylinositol synthase, yeast-specific",[c] : cdpdag_PP + inost --> cmp + h + ptd1ino_PP,Phospholipid Biosynthesis,PAS_chr2-1_0695,
PIt2m,"phosphate transporter, mitochondrial",h[c] + pi[c] <==> h[m] + pi[m],"Transport, Mitochondrial",PAS_chr1-4_0615,
PIt2r,phosphate reversible transport via symport,h[e] + pi[e] <==> h[c] + pi[c],"Transport, Extracellular","PAS_chr3_0495, PAS_chr4_0337, PAS_chr2-1_0235",
PIt5m,"phosphate transport via hydroxide ion symport, mitochondrial",oh1[m] + pi[c] <==> oh1[c] + pi[m],"Transport, Mitochondrial",PAS_chr4_0488,
PLBP1I_PPe,"phospholipase B (phosphatidylinositol), yeast-specific (extracellular)",[e] : h2o + (0.5) ptd1ino_PP --> (0.5) g3pi + h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Phospholipid Metabolism,PAS_chr4_0153,
PLBPC_PP,"phospholipase B (phosphatidylcholine), yeast-specific",[c] : h2o + (0.5) pc_PP --> (0.5) g3pc + h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Phospholipid Metabolism,PAS_chr1-1_0009,
PLBPC_PPe,"phospholipase B (phosphatidylcholine), yeast-specific (extracellular)",[e] : h2o + (0.5) pc_PP --> (0.5) g3pc + h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Phospholipid Metabolism,PAS_chr4_0153,
PLD_PP,"phospholipase D, yeast-specific",[c] : h2o + pc_PP --> chol + h + pa_PP,Phospholipid Metabolism,PAS_chr3_0646,
PMANM,phosphomannomutase,[c] : man1p <==> man6p,Fructose and Mannose Metabolism,PAS_chr2-2_0053,
PMDPHT,pyrimidine phosphatase,[c] : 5aprbu + h2o --> 4r5au + pi,Riboflavin Metabolism,NA,
PMETM_PP,"Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific",[c] : amet + ptd2meeta_PP --> ahcys + h + pc_PP,Phospholipid Biosynthesis,PAS_chr3_0859,
PMEVK,phosphomevalonate kinase,[c] : 5pmev + atp --> 5dpmev + adp,Sterol Metabolism,PAS_chr2-2_0318,
PMI12346PH,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase",[c] : h2o + ppmi12346p --> h + minohp + pi,Phospholipid Metabolism,PAS_chr3_0281,
PMI12346PS,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase",[c] : atp + minohp --> adp + ppmi12346p,Phospholipid Metabolism,PAS_chr1-4_0293,
PMI1346PH,"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase",[c] : h2o + ppmi1346p --> h + mi13456p + pi,Phospholipid Metabolism,PAS_chr3_0281,
PMI1346PS,"diphosphoinositol-1,3,4,6-tetrakisphosphate synthase",[c] : atp + mi13456p --> adp + ppmi1346p,Phospholipid Metabolism,PAS_chr1-4_0293,
PMPK,phosphomethylpyrimidine kinase,[c] : 4ampm + atp --> 2mahmp + adp,Thiamine Metabolism,PAS_chr3_0842,
PNTK,pantothenate kinase,[c] : atp + pnto-R --> 4ppan + adp + h,Pantothenate and CoA Biosynthesis,PAS_chr1-1_0324,
PNTOt2,Pantothenate reversible transport via proton symport,h[e] + pnto-R[e] <==> h[c] + pnto-R[c],"Transport, Extracellular",PAS_c034_0024,
POLYAO,polyamine oxidase,[c] : N1aspmd + h2o + o2 --> aproa + aprut + h2o2,Pantothenate and CoA Biosynthesis,PAS_chr3_0922,
POLYAO2,poylamine oxidase,[c] : N1sprm + h2o + o2 --> N1aspmd + aproa + h2o2,Pantothenate and CoA Biosynthesis,PAS_chr3_0922,
POLYAO3,poylamine oxidase,[c] : h2o + o2 + sprm --> aproa + h2o2 + spmd,Pantothenate and CoA Biosynthesis,PAS_chr3_0922,
PPA,inorganic diphosphatase,[c] : h2o + ppi --> h + (2) pi,Oxidative Phosphorylation,PAS_chr1-3_0028,
PPAm,inorganic diphosphatase,[m] : h2o + ppi --> h + (2) pi,Oxidative Phosphorylation,PAS_chr1-3_0028,
PPBNGS,porphobilinogen synthase,[c] : (2) 5aop --> h + (2) h2o + ppbng,Porphyrin and Chlorophyll Metabolism,PAS_chr4_0418,
PPCDC,phosphopantothenoylcysteine decarboxylase,[c] : 4ppcys + h --> co2 + pan4p,Pantothenate and CoA Biosynthesis,RPPA07637,
PPCK,phosphoenolpyruvate carboxykinase,[c] : atp + oaa --> adp + co2 + pep,Anaplerotic reactions,PAS_FragB_0061,
